time,pdcl,pdtl
2.498518705368042,4.072434921320107,5.285
2.524364709854126,3.573769420750303,5.285
2.5507452487945557,3.324436670465389,5.285
2.576848268508911,5.152876839221344,5.285
2.6024680137634277,4.654211338651541,5.285
2.6288130283355713,5.319098672744604,5.285
2.654517412185669,5.817764173314432,5.285
2.680128335952759,5.069765922459714,5.285
2.7057502269744873,4.321767671605008,5.285
2.7316548824310303,5.319098672744617,5.285
2.7569403648376465,4.487989505128268,5.285
2.7818603515625,5.235987755982985,5.285
2.806861400604248,4.997988312529214,5.285
2.833857297897339,4.283989982167904,5.285
2.861630916595459,3.966657390896204,5.285
2.889406681060791,5.394654051618835,5.285
2.917262077331543,5.791319790708461,5.285
2.9458186626434326,4.759988869075444,5.285
2.9744646549224854,5.47398719943676,5.285
3.0031685829162598,6.18798552979808,5.285
3.0309998989105225,5.47398719943676,5.285
3.058177947998047,4.839322016893369,5.285
3.0852408409118652,4.759988869075444,5.285
3.1123173236846924,4.442656277803721,5.285
3.139373302459717,4.918655164711329,5.285
3.167008638381958,7.139983303613167,5.285
3.195420503616333,5.473987199436788,5.285
3.2229268550872803,4.204656834349939,5.285
3.2498018741607666,4.283989982167882,5.285
3.276860237121582,5.394654051618846,5.285
3.3043439388275146,4.442656277803766,5.285
3.330284357070923,6.1502078403609985,5.285
3.3552932739257812,5.235987755982998,5.285
3.3802649974823,4.654211338651564,5.285
3.4051425457000732,5.319098672744604,5.285
3.429867744445801,5.651542339791124,5.285
3.454282283782959,4.903544088936477,5.285
3.478705406188965,5.069765922459738,5.285
3.5031821727752686,6.7319842576924085,5.285
3.5276496410369873,4.654211338651541,5.285
3.552114248275757,3.739991254273563,5.285
3.5765633583068848,4.654211338651541,5.285
3.6010122299194336,6.565762424169149,5.285
3.6254382133483887,5.402209589506258,5.285
3.6498935222625732,4.820433172174824,5.285
3.6742846965789795,5.152876839221344,5.285
3.698720932006836,5.900875090076061,5.285
3.723165512084961,5.235987755982998,5.285
3.747610569000244,5.5684314230295175,5.285
3.7720062732696533,7.479982508547126,5.285
3.7971243858337402,5.152876839221368,5.285
3.8222708702087402,4.57110042188991,5.285
3.8472821712493896,4.23865675484339,5.285
3.8726742267608643,3.9893240045584535,5.285
3.8977720737457275,4.57110042188991,5.285
3.922764539718628,5.069765922459714,5.285
3.9477014541625977,6.316429673884247,5.285
3.9726643562316895,5.319098672744627,5.285
3.9979476928710938,5.235987755982985,5.285
4.02254581451416,3.887324243078284,5.285
4.048929214477539,5.473987199436754,5.285
4.076096773147583,4.759988869075444,5.285
4.10333251953125,4.680655721257519,5.285
4.130423545837402,5.553320347254685,5.285
4.157181262969971,4.204656834349974,5.285
4.183580636978149,4.759988869075444,5.285
4.209734916687012,6.187985529798075,5.285
4.235961675643921,6.108652381980153,5.285
4.262125253677368,5.632653495072609,5.285
4.288324356079102,6.187985529798078,5.285
4.3145811557769775,5.79131979070842,5.285
4.340807914733887,5.791319790708467,5.285
4.367011547088623,7.377982747066904,5.285
4.393216133117676,5.791319790708467,5.285
4.419812202453613,5.651542339791171,5.285
4.4455671310424805,6.298362083283894,5.285
4.472362279891968,5.319098672744604,5.285
4.497476816177368,5.06976592245969,5.285
4.522270441055298,5.983986006837738,5.285
4.547134160995483,5.319098672744651,5.285
4.571789026260376,4.820433172174824,5.285
4.596466779708862,4.404878588366651,5.285
4.621365785598755,5.069765922459738,5.285
4.645865201950073,4.9866550056980845,5.285
4.670093059539795,4.404878588366627,5.285
4.694293022155762,5.402209589506258,5.285
4.718493461608887,5.485320506267888,5.285
4.742670774459839,4.48798950512828,5.285
4.767178058624268,4.238656754843367,5.285
4.791429281234741,5.402209589506258,5.285
4.815683841705322,6.233318757122605,5.285
4.839892148971558,4.73732225541317,5.285
4.8640875816345215,5.235987755982998,5.285
4.888334274291992,5.651542339791171,5.285
4.912543058395386,6.067096923599321,5.285
4.9368202686309814,6.482651507407495,5.285
4.961089849472046,6.399540590645889,5.285
4.9853315353393555,5.734653256552779,5.285
5.010226488113403,5.152876839221368,5.285
5.035158157348633,6.815095174454038,5.285
5.059983968734741,4.9866550056980845,5.285
5.084721803665161,3.906213087796835,5.285
5.109535217285156,4.238656754843379,5.285
5.134296655654907,6.316429673884247,5.285
5.159027814865112,5.402209589506258,5.285
5.183710336685181,4.487989505128268,5.285
5.208818674087524,4.903544088936454,5.285
5.23335599899292,4.48798950512828,5.285
5.257657051086426,4.903544088936454,5.285
5.28196907043457,4.737322255413182,5.285
5.306315660476685,4.820433172174812,5.285
5.330571174621582,4.737322255413182,5.285
5.354888200759888,4.654211338651546,5.285
5.379210472106934,5.235987755982985,5.285
5.403456211090088,6.89820609121568,5.285
5.4277520179748535,5.402209589506258,5.285
5.452032566070557,4.9866550056980845,5.285
5.476317405700684,4.238656754843372,5.285
5.500627040863037,4.820433172174824,5.285
5.524898052215576,4.820433172174824,5.285
5.549160003662109,5.734653256552779,5.285
5.573720216751099,7.2986495992490505,5.285
5.599463701248169,6.316429673884258,5.285
5.625596046447754,4.654211338651564,5.285
5.65056848526001,4.73732225541317,5.285
5.67594838142395,4.654211338651564,5.285
5.700934171676636,4.57110042188991,5.285
5.725811958312988,5.651542339791171,5.285
5.750696897506714,6.316429673884258,5.285
5.775526762008667,5.152876839221344,5.285
5.8002636432647705,4.820433172174824,5.285
5.824703216552734,5.900875090076037,5.285
5.849088191986084,5.319098672744627,5.285
5.873445987701416,5.152876839221368,5.285
5.8978376388549805,6.648873340930778,5.285
5.922213077545166,4.737322255413194,5.285
5.946657419204712,4.072434921320107,5.285
5.971035957336426,4.73732225541317,5.285
5.995513916015625,5.900875090076061,5.285
6.019933223724365,5.069765922459738,5.285
6.04426646232605,4.238656754843367,5.285
6.068627595901489,7.646204342070386,5.285
6.092997312545776,6.316429673884234,5.285
6.117359399795532,4.9866550056980845,5.285
6.141699552536011,5.069765922459714,5.285
6.166596174240112,4.404878588366651,5.285
6.191715240478516,3.989324004558476,5.285
6.216980695724487,5.485320506267888,5.285
6.241894721984863,5.319098672744627,5.285
6.2671568393707275,5.402209589506258,5.285
6.292112588882446,5.235987755982985,5.285
6.316986560821533,4.487989505128268,5.285
6.341826915740967,5.235987755982985,5.285
6.3671019077301025,5.319098672744627,5.285
6.3917014598846436,4.404878588366639,5.285
6.416201114654541,3.989324004558465,5.285
6.4406044483184814,4.9866550056980845,5.285
6.465099811553955,4.820433172174824,5.285
6.489567518234253,4.903544088936454,5.285
6.514033079147339,5.734653256552801,5.285
6.538532257080078,5.900875090076068,5.285
6.562939167022705,4.820433172174812,5.285
6.587401866912842,5.402209589506258,5.285
6.611868381500244,5.983986006837703,5.285
6.636394023895264,5.65154233979116,5.285
6.660883903503418,5.485320506267893,5.285
6.685400009155273,6.233318757122606,5.285
6.709847450256348,5.651542339791124,5.285
6.7342140674591064,5.235987755982998,5.285
6.759278774261475,5.06976592245969,5.285
6.784361124038696,5.900875090076037,5.285
6.809398174285889,4.820433172174824,5.285
6.834390878677368,5.5684314230295175,5.285
6.859495162963867,5.734653256552779,5.285
6.884556770324707,5.734653256552779,5.285
6.9095683097839355,5.235987755982998,5.285
6.934483766555786,6.565762424169173,5.285
6.959872484207153,5.651542339791171,5.285
6.98466420173645,4.73732225541317,5.285
7.009216070175171,5.402209589506258,5.285
7.033745765686035,5.485320506267911,5.285
7.058312892913818,4.73732225541317,5.285
7.0827906131744385,4.73732225541317,5.285
7.107337236404419,5.485320506267888,5.285
7.131792783737183,4.9866550056980845,5.285
7.156340837478638,3.989324004558476,5.285
7.180938720703125,4.9866550056980845,5.285
7.20550012588501,6.233318757122605,5.285
7.2299957275390625,5.734653256552801,5.285
7.254601240158081,4.839322016893363,5.285
7.281274080276489,6.267318677616006,5.285
7.307963848114014,6.029319234162226,5.285
7.335334062576294,6.067096923599345,5.285
7.3609137535095215,6.482651507407495,5.285
7.385922908782959,5.5684314230295175,5.285
7.410775184631348,5.152876839221368,5.285
7.435940504074097,6.316429673884234,5.285
7.460861921310425,5.235987755982985,5.285
7.485702037811279,4.57110042188991,5.285
7.510457754135132,4.9866550056980845,5.285
7.535183668136597,5.568431423029529,5.285
7.559868097305298,4.737322255413182,5.285
7.584324598312378,5.402209589506258,5.285
7.608640670776367,5.235987755982985,5.285
7.632953882217407,4.9866550056980845,5.285
7.65725302696228,4.9866550056980845,5.285
7.68154239654541,3.8231021710351984,5.285
7.705891132354736,4.321767671605002,5.285
7.730205774307251,5.983986006837696,5.285
7.754564046859741,5.0697659224597205,5.285
7.77892279624939,5.734653256552796,5.285
7.803274631500244,6.067096923599336,5.285
7.827615976333618,5.485320506267893,5.285
7.8519580364227295,6.067096923599336,5.285
7.876352071762085,6.482651507407518,5.285
7.900677442550659,5.651542339791171,5.285
7.925367116928101,5.152876839221344,5.285
7.95051908493042,5.900875090076085,5.285
7.975502014160156,6.067096923599345,5.285
8.00030779838562,5.485320506267864,5.285
8.025477647781372,5.5684314230295175,5.285
8.050285339355469,6.067096923599345,5.285
8.075011253356934,5.651542339791171,5.285
8.099717617034912,6.399540590645865,5.285
8.124398231506348,5.817764173314432,5.285
8.14895248413086,4.73732225541317,5.285
8.173264980316162,4.57110042188991,5.285
8.19753885269165,5.319098672744651,5.285
8.221893072128296,4.737322255413194,5.285
8.246212244033813,5.651542339791148,5.285
8.270492315292358,5.900875090076061,5.285
8.294785499572754,4.9866550056980845,5.285
8.319114208221436,5.235987755982998,5.285
8.343405485153198,6.1502078403609515,5.285
8.367722272872925,5.734653256552801,5.285
8.392008781433105,5.319098672744604,5.285
8.416341304779053,5.900875090076085,5.285
8.440659999847412,6.565762424169149,5.285
8.464950561523438,5.069765922459714,5.285
8.489298343658447,5.651542339791171,5.285
8.51400876045227,6.482651507407518,5.285
8.538954734802246,4.820433172174824,5.285
8.563700437545776,4.57110042188991,5.285
8.588595628738403,4.903544088936454,5.285
8.613468647003174,6.067096923599345,5.285
8.638308763504028,5.1528768392213555,5.285
8.663045644760132,4.072434921320107,5.285
8.687776803970337,4.820433172174812,5.285
8.712668418884277,5.1528768392213555,5.285
8.737261056900024,5.734653256552801,5.285
8.761597871780396,5.7346532565527895,5.285
8.78595781326294,6.067096923599333,5.285
8.81028437614441,4.404878588366639,5.285
8.834593057632446,3.656880337511933,5.285
8.85891342163086,6.233318757122611,5.285
8.88327169418335,5.568431423029529,5.285
8.90753436088562,4.48798950512828,5.285
8.931810140609741,4.737322255413177,5.285
8.95615553855896,6.067096923599333,5.285
8.980412244796753,4.654211338651546,5.285
9.004719495773315,4.9866550056980845,5.285
9.029040098190308,5.568431423029526,5.285
9.053318500518799,5.983986006837738,5.285
9.077590227127075,4.73732225541317,5.285
9.102286577224731,5.651542339791171,5.285
9.12725043296814,5.651542339791171,5.285
9.152081966400146,5.402209589506258,5.285
9.1771240234375,5.235987755982998,5.285
9.20197343826294,7.147538841500606,5.285
9.226804256439209,6.067096923599299,5.285
9.251542091369629,4.73732225541317,5.285
9.276323318481445,5.319098672744604,5.285
9.301413297653198,4.238656754843343,5.285
9.325905799865723,3.4906585039886497,5.285
9.350189924240112,4.1555458380817365,5.285
9.374447107315063,5.319098672744651,5.285
9.398792505264282,5.402209589506258,5.285
9.423110485076904,5.900875090076085,5.285
9.447420835494995,5.983986006837692,5.285
9.472559928894043,6.425984973251867,5.285
9.499426126480103,5.077321460347145,5.285
9.526277303695679,4.997988312529225,5.285
9.553086042404175,4.918655164711283,5.285
9.581932067871094,4.680655721257502,5.285
9.609472036361694,4.839322016893386,5.285
9.635894060134888,6.267318677616006,5.285
9.662149906158447,5.473987199436743,5.285
9.688764810562134,4.363323129985824,5.285
9.716081142425537,8.409313668699948,5.285
9.75259780883789,5.734653256552779,5.285
9.778753280639648,2.8257711698955856,5.285
9.803723096847534,3.241325753703759,5.285
9.82911205291748,3.324436670465389,5.285
9.854097843170166,4.1555458380817365,5.285
9.878963232040405,5.7346532565527895,5.285
9.903806924819946,4.321767671605008,5.285
9.928665399551392,5.319098672744627,5.285
9.9533212184906,5.402209589506258,5.285
9.977667331695557,5.319098672744627,5.285
10.00207233428955,5.734653256552801,5.285
10.026498079299927,5.319098672744617,5.285
10.050907611846924,4.903544088936442,5.285
10.075273990631104,4.654211338651541,5.285
10.099620819091797,5.651542339791165,5.285
10.124029636383057,6.233318757122605,5.285
10.148401021957397,4.9866550056980845,5.285
10.172776699066162,4.654211338651546,5.285
10.19717812538147,6.3164296738842385,5.285
10.221519947052002,5.568431423029529,5.285
10.24592924118042,4.9866550056980845,5.285
10.270300149917603,5.485320506267893,5.285
10.294646978378296,6.1502078403609515,5.285
10.319899320602417,6.233318757122605,5.285
10.344985485076904,6.815095174454086,5.285
10.369810342788696,5.651542339791171,5.285
10.394665479660034,4.654211338651564,5.285
10.41956877708435,4.90354408893643,5.285
10.444525241851807,5.152876839221391,5.285
10.469391822814941,4.90354408893643,5.285
10.494321823120117,4.321767671604996,5.285
10.519553422927856,5.152876839221344,5.285
10.544195652008057,4.9866550056980845,5.285
10.568575382232666,4.654211338651517,5.285
10.59295916557312,4.1555458380817365,5.285
10.617380380630493,5.152876839221391,5.285
10.641730785369873,5.485320506267911,5.285
10.666151523590088,4.737322255413194,5.285
10.690530061721802,5.485320506267911,5.285
10.714878797531128,5.900875090076061,5.285
10.73921251296997,5.900875090076085,5.285
10.763541221618652,5.319098672744627,5.285
10.78787875175476,6.233318757122605,5.285
10.812248706817627,6.399540590645865,5.285
10.836649417877197,5.651542339791148,5.285
10.860967636108398,5.485320506267888,5.285
10.885325908660889,5.5684314230295175,5.285
10.91057276725769,5.5684314230295415,5.285
10.935339212417603,7.729315258832039,5.285
10.960006475448608,6.898206091215669,5.285
10.98506236076355,4.238656754843367,5.285
11.009851932525635,3.4906585039886497,5.285
11.034464597702026,3.739991254273563,5.285
11.059082746505737,4.321767671604996,5.285
11.083693504333496,2.991993003418846,5.285
11.108209371566772,3.407547587227031,5.285
11.132531881332397,4.654211338651553,5.285
11.156744956970215,6.815095174454051,5.285
11.180917978286743,5.402209589506258,5.285
11.205127239227295,4.321767671605008,5.285
11.230443954467773,4.820433172174812,5.285
11.2547025680542,5.402209589506258,5.285
11.278981447219849,4.238656754843367,5.285
11.303125381469727,5.319098672744622,5.285
11.327310562133789,5.817764173314432,5.285
11.351481914520264,5.0697659224597205,5.285
11.37570595741272,5.152876839221349,5.285
11.399914264678955,5.152876839221349,5.285
11.424145221710205,6.067096923599336,5.285
11.448493242263794,5.485320506267893,5.285
11.472695350646973,5.900875090076066,5.285
11.497341394424438,6.731984257692432,5.285
11.522152423858643,6.1502078403609515,5.285
11.546880960464478,5.485320506267864,5.285
11.572008848190308,6.731984257692432,5.285
11.596984624862671,4.9866550056980845,5.285
11.621700525283813,4.487989505128256,5.285
11.646517276763916,5.235987755982998,5.285
11.67120885848999,4.820433172174824,5.285
11.695932865142822,4.321767671605044,5.285
11.720333576202393,4.072434921320083,5.285
11.744580745697021,5.900875090076085,5.285
11.768887519836426,5.319098672744604,5.285
11.793184518814087,4.9866550056980845,5.285
11.817461490631104,4.903544088936477,5.285
11.841785669326782,4.73732225541317,5.285
11.866137027740479,4.903544088936477,5.285
11.891343355178833,4.442656277803744,5.285
11.917579174041748,5.235987755982984,5.285
11.943764209747314,5.077321460347145,5.285
11.969951152801514,4.2046568343499855,5.285
11.996355056762695,5.315320903800904,5.285
12.022732734680176,5.711986642890547,5.285
12.04907774925232,5.315320903800904,5.285
12.075533390045166,5.315320903800926,5.285
12.102319955825806,5.711986642890524,5.285
12.129753351211548,5.949986086344306,5.285
12.156992435455322,5.791319790708467,5.285
12.184022426605225,7.139983303613167,5.285
12.210880756378174,4.918655164711283,5.285
12.237965822219849,4.680655721257502,5.285
12.26481819152832,5.632653495072605,5.285
12.291115760803223,5.069765922459726,5.285
12.315822839736938,4.321767671605008,5.285
12.34048056602478,5.235987755982998,5.285
12.365349292755127,5.651542339791171,5.285
12.389739513397217,5.402209589506258,5.285
12.414001226425171,4.903544088936442,5.285
12.438241958618164,5.319098672744627,5.285
12.462499618530273,4.903544088936454,5.285
12.486814737319946,4.737322255413177,5.285
12.511064529418945,4.487989505128274,5.285
12.535426616668701,4.820433172174818,5.285
12.559733152389526,5.152876839221349,5.285
12.58401083946228,4.238656754843367,5.285
12.60840892791748,5.983986006837699,5.285
12.632826805114746,6.150207840360969,5.285
12.65723466873169,5.402209589506258,5.285
12.681624412536621,5.6515423397911615,5.285
12.70604681968689,6.898206091215693,5.285
12.730933666229248,5.632653495072627,5.285
12.756362438201904,5.5684314230295175,5.285
12.784032344818115,6.565762424169125,5.285
12.810104608535767,6.399540590645865,5.285
12.83694338798523,6.648873340930778,5.285
12.863144159317017,4.90354408893643,5.285
12.889153480529785,4.654211338651517,5.285
12.91498875617981,4.321767671604996,5.285
12.94136667251587,4.654211338651564,5.285
12.967020750045776,4.90354408893643,5.285
12.992310285568237,3.7286579474424677,5.285
13.020199298858643,4.997988312529181,5.285
13.04879093170166,5.473987199436788,5.285
13.077346086502075,5.315320903800926,5.285
13.105822086334229,5.949986086344306,5.285
13.134337186813354,6.029319234162226,5.285
13.162821054458618,5.791319790708467,5.285
13.19128131866455,5.394654051618824,5.285
13.219205856323242,5.235987755983006,5.285
13.246909141540527,7.2193164514311094,5.285
13.274639368057251,5.949986086344306,5.285
13.302231788635254,5.711986642890547,5.285
13.329933643341064,4.283989982167904,5.285
13.358241319656372,4.442656277803744,5.285
13.387805938720703,5.651542339791148,5.285
13.414691686630249,5.900875090076085,5.285
13.44114065170288,6.565762424169149,5.285
13.467848062515259,6.316429673884234,5.285
13.494033813476562,5.152876839221344,5.285
13.52000904083252,4.654211338651541,5.285
13.54597806930542,4.238656754843379,5.285
13.571963787078857,4.321767671605008,5.285
13.597317457199097,5.069765922459714,5.285
13.622262239456177,5.235987755982985,5.285
13.647245407104492,4.73732225541317,5.285
13.67218565940857,4.98665500569809,5.285
13.696690320968628,4.487989505128274,5.285
13.721128940582275,5.2359877559829915,5.285
13.74566125869751,4.654211338651546,5.285
13.770155668258667,4.737322255413182,5.285
13.794610738754272,5.402209589506261,5.285
13.819180250167847,5.734653256552796,5.285
13.843750953674316,5.402209589506259,5.285
13.868295431137085,5.734653256552796,5.285
13.89292287826538,5.983986006837692,5.285
13.917499303817749,6.648873340930778,5.285
13.941987991333008,7.479982508547126,5.285
13.967004299163818,4.9866550056980845,5.285
13.991663932800293,5.651542339791171,5.285
14.016334056854248,4.487989505128256,5.285
14.041043519973755,3.989324004558476,5.285
14.06590223312378,3.4075475872269956,5.285
14.090670108795166,4.2839899821679275,5.285
14.116737604141235,5.235987755983006,5.285
14.143287897109985,5.632653495072627,5.285
14.169912099838257,5.394654051618846,5.285
14.196646213531494,5.235987755982998,5.285
14.221727848052979,5.734653256552824,5.285
14.246381998062134,5.485320506267888,5.285
14.27076268196106,6.565762424169125,5.285
14.295042991638184,6.233318757122605,5.285
14.319304704666138,5.402209589506258,5.285
14.34354543685913,4.73732225541317,5.285
14.367905378341675,5.485320506267888,5.285
14.39215087890625,5.485320506267888,5.285
14.416486501693726,6.067096923599345,5.285
14.440744638442993,7.396871591785473,5.285
14.464986324310303,5.402209589506258,5.285
14.489211559295654,5.485320506267888,5.285
14.513510465621948,4.404878588366651,5.285
14.537787914276123,5.319098672744627,5.285
14.562061786651611,6.316429673884234,5.285
14.586679935455322,6.1502078403609755,5.285
14.611784219741821,5.45415391248228,5.285
14.638634443283081,4.737322255413182,5.285
14.663285732269287,5.235987755982998,5.285
14.688199043273926,4.404878588366639,5.285
14.712924480438232,5.900875090076061,5.285
14.737553834915161,5.235987755982985,5.285
14.762155294418335,4.903544088936454,5.285
14.78713059425354,5.734653256552801,5.285
14.811548948287964,4.820433172174824,5.285
14.835844278335571,5.069765922459714,5.285
14.860005617141724,5.069765922459726,5.285
14.884200096130371,5.568431423029524,5.285
14.908771514892578,5.394654051618835,5.285
14.935469150543213,6.267318677616001,5.285
14.965880870819092,7.139983303613164,5.285
14.994128942489624,4.759988869075444,5.285
15.02120304107666,4.045990538714127,5.285
15.048082828521729,5.07732146034714,5.285
15.074897050857544,4.680655721257547,5.285
15.102614402770996,5.235987755982998,5.285
15.12769865989685,6.233318757122605,5.285
15.151899099349976,6.482651507407518,5.285
15.17637825012207,5.235987755982998,5.285
15.201149702072144,4.820433172174824,5.285
15.226303815841675,5.319098672744651,5.285
15.251370191574097,4.9866550056980845,5.285
15.276200771331787,5.485320506267864,5.285
15.30155062675476,7.147538841500606,5.285
15.326450109481812,5.651542339791171,5.285
15.35121750831604,4.487989505128256,5.285
15.375982761383057,3.906213087796823,5.285
15.401179075241089,4.404878588366651,5.285
15.425796270370483,4.654211338651564,5.285
15.450134038925171,4.238656754843367,5.285
15.474408864974976,5.5684314230295175,5.285
15.498750925064087,4.654211338651541,5.285
15.523020029067993,5.069765922459714,5.285
15.547600269317627,4.57110042188991,5.285
15.571908950805664,6.565762424169149,5.285
15.596261978149414,5.651542339791171,5.285
15.620522260665894,4.321767671604996,5.285
15.644815921783447,5.319098672744627,5.285
15.669080972671509,4.654211338651541,5.285
15.693361043930054,6.316429673884234,5.285
15.717692852020264,5.402209589506258,5.285
15.741949796676636,6.7319842576924085,5.285
15.766291856765747,5.983986006837714,5.285
15.791051149368286,4.125323686532043,5.285
15.817599058151245,5.632653495072605,5.285
15.844486474990845,4.839322016893375,5.285
15.87136173248291,4.680655721257513,5.285
15.898499011993408,4.072434921320107,5.285
15.924092769622803,4.9866550056980845,5.285
15.94890570640564,4.9866550056980845,5.285
15.97380256652832,4.321767671605008,5.285
15.998655796051025,4.57110042188991,5.285
16.023340702056885,5.568431423029529,5.285
16.047740697860718,5.65154233979116,5.285
16.072100162506104,5.568431423029529,5.285
16.09656047821045,4.737322255413182,5.285
16.120933771133423,4.820433172174818,5.285
16.14535880088806,5.900875090076068,5.285
16.169761180877686,6.898206091215684,5.285
16.194136142730713,5.319098672744626,5.285
16.21850275993347,4.404878588366642,5.285
16.242949724197388,4.654211338651544,5.285
16.267389059066772,6.150207840360971,5.285
16.291804313659668,5.734653256552779,5.285
16.316368341445923,5.06976592245969,5.285
16.340799570083618,6.1502078403609985,5.285
16.365309953689575,5.900875090076037,5.285
16.390506982803345,5.319098672744651,5.285
16.415784120559692,5.152876839221344,5.285
16.44077730178833,5.319098672744651,5.285
16.46589946746826,5.651542339791171,5.285
16.490940809249878,6.565762424169173,5.285
16.516002893447876,7.396871591785473,5.285
16.540887594223022,5.983986006837738,5.285
16.565786838531494,3.8231021710351696,5.285
16.591135501861572,4.072434921320083,5.285
16.615904092788696,3.573769420750303,5.285
16.640372276306152,3.158214836942129,5.285
16.664830446243286,2.243994752564152,5.285
16.689306020736694,4.57110042188991,5.285
16.713764190673828,6.815095174454062,5.285
16.738195419311523,5.651542339791171,5.285
16.762655019760132,4.404878588366651,5.285
16.787127017974854,5.069765922459738,5.285
16.811555862426758,5.983986006837692,5.285
16.83608889579773,5.319098672744627,5.285
16.860515356063843,5.069765922459714,5.285
16.88498616218567,6.316429673884234,5.285
16.90943670272827,5.900875090076061,5.285
16.933892965316772,5.817764173314432,5.285
16.9587345123291,6.316429673884234,5.285
16.984058618545532,5.5684314230295175,5.285
17.0091450214386,5.651542339791148,5.285
17.034109354019165,5.734653256552779,5.285
17.059346914291382,5.65154233979116,5.285
17.08430314064026,5.1528768392213555,5.285
17.10922336578369,6.150207840360963,5.285
17.13407826423645,6.067096923599333,5.285
17.158981323242188,5.069765922459714,5.285
17.183772087097168,5.069765922459714,5.285
17.208378553390503,5.319098672744627,5.285
17.232856035232544,5.568431423029529,5.285
