time,pdcr,pdtr
7.3909759521484375e-06,0.0,5.285
0.0242159366607666,3.324436670465389,5.285
0.04854297637939453,4.903544088936454,5.285
0.07288384437561035,4.90354408893643,5.285
0.09716606140136719,3.573769420750279,5.285
0.12143492698669434,3.407547587227019,5.285
0.14610910415649414,4.238656754843379,5.285
0.17115139961242676,4.654211338651541,5.285
0.19629454612731934,4.820433172174824,5.285
0.22111225128173828,3.407547587227031,5.285
0.2465531826019287,4.903544088936454,5.285
0.27139878273010254,5.900875090076061,5.285
0.29627203941345215,5.568431423029529,5.285
0.32100820541381836,2.4102165860874,5.285
0.3458280563354492,3.656880337511933,5.285
0.3704209327697754,3.739991254273563,5.285
0.3947794437408447,4.487989505128268,5.285
0.41908812522888184,4.321767671605002,5.285
0.44344472885131836,4.9866550056980845,5.285
0.467754602432251,6.399540590645878,5.285
0.4920525550842285,6.648873340930776,5.285
0.5164344310760498,3.573769420750294,5.285
0.5407507419586182,3.9893240045584673,5.285
0.5650367736816406,4.737322255413179,5.285
0.5894081592559814,4.487989505128277,5.285
0.613715648651123,3.573769420750303,5.285
0.6380548477172852,5.817764173314432,5.285
0.662325382232666,6.7319842576923845,5.285
0.6866433620452881,6.1502078403609985,5.285
0.7108941078186035,3.4075475872269956,5.285
0.7360568046569824,3.9893240045584295,5.285
0.7608237266540527,4.23865675484339,5.285
0.7856235504150391,4.487989505128256,5.285
0.8103835582733154,2.825771169895609,5.285
0.8351774215698242,3.739991254273563,5.285
0.8599627017974854,6.067096923599345,5.285
0.8846845626831055,4.9866550056980845,5.285
0.9093236923217773,4.654211338651564,5.285
0.93414306640625,4.90354408893643,5.285
0.9586660861968994,6.648873340930778,5.285
0.9829883575439453,4.73732225541317,5.285
1.0072500705718994,3.906213087796847,5.285
1.0315730571746826,4.321767671604996,5.285
1.0559401512145996,3.573769420750303,5.285
1.080291748046875,5.235987755982974,5.285
1.1046030521392822,5.5684314230295175,5.285
1.1289563179016113,5.983986006837692,5.285
1.1532535552978516,6.316429673884234,5.285
1.1775803565979004,5.817764173314432,5.285
1.201894998550415,5.235987755982984,5.285
1.227611780166626,4.918655164711306,5.285
1.2538042068481445,5.156654608165065,5.285
1.2800021171569824,5.870652938526386,5.285
1.3061890602111816,6.187985529798087,5.285
1.3328957557678223,5.632653495072605,5.285
1.360208511352539,4.918655164711283,5.285
1.387883186340332,3.966657390896204,5.285
1.414959192276001,4.487989505128256,5.285
1.4401953220367432,4.48798950512828,5.285
1.4653358459472656,4.654211338651553,5.285
1.490476369857788,4.737322255413182,5.285
1.5155375003814697,4.820433172174812,5.285
1.5405728816986084,4.57110042188991,5.285
1.566042184829712,4.321767671605008,5.285
1.5907132625579834,4.73732225541317,5.285
1.6151783466339111,5.817764173314432,5.285
1.6396961212158203,4.654211338651541,5.285
1.6653451919555664,5.1528768392213555,5.285
1.6905553340911865,5.817764173314432,5.285
1.7149784564971924,4.9866550056980845,5.285
1.7395551204681396,5.485320506267893,5.285
1.7639203071594238,5.900875090076068,5.285
1.7882516384124756,6.31642967388424,5.285
1.8126740455627441,6.150207840360971,5.285
1.836988925933838,5.568431423029526,5.285
1.8612921237945557,5.817764173314432,5.285
1.886176347732544,5.5684314230295175,5.285
1.9104835987091064,5.734653256552779,5.285
1.9348998069763184,6.067096923599345,5.285
1.9601333141326904,5.235987755983006,5.285
1.9863255023956299,5.402209589506258,5.285
2.01279616355896,5.817764173314432,5.285
2.039201021194458,4.9866550056980845,5.285
2.06534481048584,5.651542339791171,5.285
2.0912647247314453,5.485320506267911,5.285
2.1174113750457764,4.487989505128304,5.285
2.143641948699951,5.152876839221344,5.285
2.1692285537719727,5.319098672744604,5.285
2.1945297718048096,5.651542339791171,5.285
2.2198472023010254,6.316429673884234,5.285
2.245204448699951,5.900875090076085,5.285
2.2704761028289795,5.485320506267911,5.285
2.295804738998413,4.654211338651541,5.285
2.321169376373291,5.235987755982998,5.285
2.3465635776519775,5.485320506267911,5.285
2.3718645572662354,5.485320506267888,5.285
2.3972201347351074,6.565762424169149,5.285
2.4224133491516113,6.565762424169149,5.285
2.4477932453155518,3.4906585039886733,5.285
2.4731533527374268,3.573769420750303,5.285
2.498518705368042,4.737322255413194,5.285
2.524364709854126,5.734653256552779,5.285
2.5507452487945557,4.1555458380817365,5.285
2.576848268508911,4.903544088936454,5.285
2.6024680137634277,5.152876839221344,5.285
2.6288130283355713,4.9866550056980845,5.285
2.654517412185669,4.820433172174812,5.285
2.680128335952759,4.654211338651541,5.285
2.7057502269744873,5.983986006837703,5.285
2.7316548824310303,4.48798950512828,5.285
2.7569403648376465,3.0751039201804877,5.285
2.7818603515625,5.069765922459726,5.285
2.806861400604248,6.425984973251846,5.285
2.833857297897339,3.252659060534883,5.285
2.861630916595459,4.4426562778037555,5.285
2.889406681060791,6.584651268887695,5.285
2.917262077331543,3.8079910952603533,5.285
2.9458186626434326,4.997988312529214,5.285
2.9744646549224854,6.98131700797732,5.285
3.0031685829162598,4.601322573439597,5.285
3.0309998989105225,4.283989982167899,5.285
3.058177947998047,4.521989425621671,5.285
3.0852408409118652,5.07732146034714,5.285
3.1123173236846924,4.839322016893386,5.285
3.139373302459717,5.235987755983006,5.285
3.167008638381958,5.711986642890569,5.285
3.195420503616333,4.839322016893386,5.285
3.2229268550872803,5.315320903800904,5.285
3.2498018741607666,5.870652938526363,5.285
3.276860237121582,4.363323129985824,5.285
3.3043439388275146,4.839322016893386,5.285
3.330284357070923,6.1502078403609985,5.285
3.3552932739257812,4.820433172174824,5.285
3.3802649974823,4.321767671604996,5.285
3.4051425457000732,5.319098672744651,5.285
3.429867744445801,5.485320506267911,5.285
3.454282283782959,3.906213087796823,5.285
3.478705406188965,5.5684314230295175,5.285
3.5031821727752686,6.067096923599345,5.285
3.5276496410369873,3.739991254273563,5.285
3.552114248275757,5.5684314230295175,5.285
3.5765633583068848,6.7319842576924085,5.285
3.6010122299194336,6.7319842576924085,5.285
3.6254382133483887,3.0751039201804757,5.285
3.6498935222625732,4.903544088936454,5.285
3.6742846965789795,5.734653256552801,5.285
3.698720932006836,5.651542339791148,5.285
3.723165512084961,6.316429673884234,5.285
3.747610569000244,6.7319842576924085,5.285
3.7720062732696533,7.147538841500582,5.285
3.7971243858337402,3.906213087796847,5.285
3.8222708702087402,4.654211338651541,5.285
3.8472821712493896,4.072434921320107,5.285
3.8726742267608643,4.1555458380817365,5.285
3.8977720737457275,4.1555458380817365,5.285
3.922764539718628,5.235987755982985,5.285
3.9477014541625977,5.319098672744627,5.285
3.9726643562316895,3.906213087796835,5.285
3.9979476928710938,4.903544088936454,5.285
4.02254581451416,5.315320903800915,5.285
4.048929214477539,5.632653495072605,5.285
4.076096773147583,4.283989982167904,5.285
4.10333251953125,5.23598775598299,5.285
4.130423545837402,5.553320347254685,5.285
4.157181262969971,4.204656834349974,5.285
4.183580636978149,5.553320347254685,5.285
4.209734916687012,6.187985529798075,5.285
4.235961675643921,4.442656277803749,5.285
4.262125253677368,5.949986086344306,5.285
4.288324356079102,6.743317564523546,5.285
4.3145811557769775,5.077321460347123,5.285
4.340807914733887,6.029319234162203,5.285
4.367011547088623,6.346651825433926,5.285
4.393216133117676,4.521989425621664,5.285
4.419812202453613,5.5684314230295655,5.285
4.4455671310424805,6.070710441719407,5.285
4.472362279891968,5.06976592245969,5.285
4.497476816177368,4.404878588366651,5.285
4.522270441055298,5.152876839221344,5.285
4.547134160995483,5.152876839221344,5.285
4.571789026260376,4.820433172174824,5.285
4.596466779708862,4.820433172174824,5.285
4.621365785598755,4.820433172174824,5.285
4.645865201950073,5.319098672744604,5.285
4.670093059539795,5.069765922459714,5.285
4.694293022155762,4.90354408893643,5.285
4.718493461608887,5.152876839221344,5.285
4.742670774459839,5.5684314230295175,5.285
4.767178058624268,4.9866550056980845,5.285
4.791429281234741,4.73732225541317,5.285
4.815683841705322,5.817764173314432,5.285
4.839892148971558,5.402209589506258,5.285
4.8640875816345215,6.482651507407518,5.285
4.888334274291992,5.817764173314432,5.285
4.912543058395386,5.983986006837692,5.285
4.9368202686309814,6.1502078403609755,5.285
4.961089849472046,6.1502078403609515,5.285
4.9853315353393555,6.067096923599321,5.285
5.010226488113403,5.734653256552779,5.285
5.035158157348633,5.983986006837692,5.285
5.059983968734741,5.4853205062679,5.285
5.084721803665161,5.485320506267888,5.285
5.109535217285156,6.399540590645878,5.285
5.134296655654907,6.1502078403609755,5.285
5.159027814865112,4.654211338651553,5.285
5.183710336685181,5.319098672744627,5.285
5.208818674087524,6.648873340930778,5.285
5.23335599899292,3.573769420750291,5.285
5.257657051086426,3.656880337511921,5.285
5.28196907043457,5.1528768392213555,5.285
5.306315660476685,5.65154233979116,5.285
5.330571174621582,4.737322255413177,5.285
5.354888200759888,6.150207840360969,5.285
5.379210472106934,7.147538841500588,5.285
5.403456211090088,5.319098672744626,5.285
5.4277520179748535,4.1555458380817365,5.285
5.452032566070557,5.402209589506258,5.285
5.476317405700684,6.31642967388424,5.285
5.500627040863037,5.319098672744604,5.285
